City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
285,Sibuco,PH,2021-11-06 11:41:57,7.2911,122.0656,80.83,86,87,3.87
286,Yarmouth,US,2021-11-06 11:41:57,41.7057,-70.2286,45.09,76,1,1.99
287,Boyolangu,ID,2021-11-06 11:41:58,-8.1181,111.8935,78.62,87,99,3.83
288,Jever,DE,2021-11-06 11:41:58,53.5833,7.9,52.0,93,75,14.97
289,Setermoen,NO,2021-11-06 11:41:59,68.861,18.3486,32.11,94,100,2.21
290,Storforshei,NO,2021-11-06 11:41:59,66.4043,14.5233,37.65,86,75,10.36
291,Sept-Iles,CA,2021-11-06 11:42:00,50.2001,-66.3821,36.03,74,75,3.44
292,Kamaishi,JP,2021-11-06 11:42:00,39.2667,141.8833,51.8,85,13,6.67
293,Prince Rupert,CA,2021-11-06 11:42:01,54.3161,-130.3201,42.49,87,100,14.97
294,Humaita,BR,2021-11-06 11:42:01,-7.5061,-63.0208,78.75,89,100,1.45
295,Abu Kamal,SY,2021-11-06 11:42:02,34.4506,40.9171,79.74,25,0,5.1
296,Guiyang,CN,2021-11-06 11:42:02,26.5833,106.7167,61.29,94,90,13.42
297,Halifax,CA,2021-11-06 11:39:38,44.6453,-63.5724,34.52,82,20,0.0
298,La Ronge,CA,2021-11-06 11:42:03,55.1001,-105.2842,35.85,93,90,3.44
299,Port Hardy,CA,2021-11-06 11:42:03,50.6996,-127.4199,41.0,93,90,3.44
300,Lahad Datu,MY,2021-11-06 11:42:04,5.0268,118.327,79.32,85,96,3.4
301,Olafsvik,IS,2021-11-06 11:42:04,64.8945,-23.7142,35.13,98,100,21.56
302,Ranfurly,NZ,2021-11-06 11:42:05,-45.1333,170.1,46.65,90,63,3.04
303,Geraldton,AU,2021-11-06 11:42:05,-28.7667,114.6,64.81,68,5,19.57
304,Uige,AO,2021-11-06 11:39:06,-7.6087,15.0613,87.87,47,87,2.82
305,Deputatskiy,RU,2021-11-06 11:42:06,69.3,139.9,2.53,76,100,21.32
306,Vancouver,CA,2021-11-06 11:39:07,49.2497,-123.1193,47.59,88,75,5.99
307,Umm Lajj,SA,2021-11-06 11:42:06,25.0213,37.2685,85.3,56,0,10.27
308,Texiguat,HN,2021-11-06 11:42:07,13.6497,-87.0225,73.8,92,68,5.93
309,Yulara,AU,2021-11-06 11:42:08,-25.2406,130.9889,75.04,53,100,11.5
310,Aklavik,CA,2021-11-06 11:42:08,68.2191,-135.0107,18.43,95,100,6.31
311,Codrington,AU,2021-11-06 11:42:09,-38.2667,141.9667,54.27,91,87,15.28
312,Marquette,US,2021-11-06 11:42:09,46.5333,-87.6335,42.67,59,60,14.41
313,Charlottetown,CA,2021-11-06 11:42:09,46.2352,-63.1267,34.2,62,20,5.99
314,Aksarka,RU,2021-11-06 11:42:10,66.5606,67.7975,32.92,98,100,17.4
315,Achutupo,PA,2021-11-06 11:42:10,9.2,-77.9833,78.3,86,94,3.67
316,Lorengau,PG,2021-11-06 11:42:11,-2.0226,147.2712,82.17,78,71,8.93
317,Pandan,PH,2021-11-06 11:42:11,14.0453,124.1694,80.64,88,35,5.53
318,Kaitangata,NZ,2021-11-06 11:43:12,-46.2817,169.8464,46.81,95,100,6.24
319,Khatanga,RU,2021-11-06 11:43:12,71.9667,102.5,10.44,91,100,16.6
320,Pustoshka,RU,2021-11-06 11:43:12,56.3355,29.369,45.05,81,100,13.87
321,Pahrump,US,2021-11-06 11:43:13,36.2083,-115.9839,61.25,32,13,1.01
322,Malakal,SS,2021-11-06 11:43:13,9.5334,31.6605,98.73,27,21,4.14
323,Ilulissat,GL,2021-11-06 11:43:14,69.2167,-51.1,19.42,58,75,16.11
324,Betsiamites,CA,2021-11-06 11:43:14,48.9413,-68.646,40.5,77,36,13.76
325,Cockburn Town,TC,2021-11-06 11:43:14,21.4612,-71.1419,83.08,75,56,19.57
326,College Place,US,2021-11-06 11:43:15,46.0493,-118.3883,48.97,88,90,5.75
327,Hami,CN,2021-11-06 11:43:15,42.8,93.45,26.78,41,3,4.09
328,Corbelia,BR,2021-11-06 11:43:16,-24.7989,-53.3067,70.95,70,76,2.19
329,Kyrylivka,UA,2021-11-06 11:43:16,46.3759,35.3675,57.22,83,97,1.07
330,Comodoro Rivadavia,AR,2021-11-06 11:43:17,-45.8667,-67.5,66.06,30,0,16.11
331,Caravelas,BR,2021-11-06 11:43:17,-17.7125,-39.2481,80.04,63,100,8.55
332,Georgetown,MY,2021-11-06 11:43:17,5.4112,100.3354,85.98,75,40,5.01
333,Baiyin,CN,2021-11-06 11:38:47,36.5583,104.2081,20.28,50,97,18.07
334,Lima,PE,2021-11-06 11:39:26,-12.0432,-77.0282,62.91,84,90,6.91
335,Winnemucca,US,2021-11-06 11:43:18,40.973,-117.7357,49.1,53,1,10.36
336,Nemuro,JP,2021-11-06 11:43:19,43.3236,145.575,46.96,68,45,9.42
337,Morogoro,TZ,2021-11-06 11:43:19,-6.8167,37.6667,96.98,24,20,9.22
338,Esperance,AU,2021-11-06 11:43:19,-33.8667,121.9,53.44,69,49,8.68
339,Hofn,IS,2021-11-06 11:43:20,64.2539,-15.2082,38.59,97,100,23.26
340,Taltal,CL,2021-11-06 11:43:20,-25.4,-70.4833,63.19,69,2,2.55
341,Indramayu,ID,2021-11-06 11:43:21,-6.3264,108.32,84.34,71,100,5.03
342,Sao Filipe,CV,2021-11-06 11:43:21,14.8961,-24.4956,80.67,65,32,5.99
343,Dmitriyevka,RU,2021-11-06 11:43:22,54.75,55.3333,38.75,34,100,22.97
344,Port Hedland,AU,2021-11-06 11:43:22,-20.3167,118.5667,80.65,74,38,16.11
345,Colesberg,ZA,2021-11-06 11:43:23,-30.72,25.0972,79.48,10,98,18.81
346,Vardo,NO,2021-11-06 11:43:23,70.3705,31.1107,32.2,90,100,32.3
347,Wuzhou,CN,2021-11-06 11:43:23,23.4833,111.3167,79.68,68,94,1.41
348,Sistranda,NO,2021-11-06 11:43:24,63.7256,8.834,44.91,70,72,13.38
349,Moron,AR,2021-11-06 11:43:24,-34.6534,-58.6198,61.02,62,73,8.01
350,Honiara,SB,2021-11-06 11:43:25,-9.4333,159.95,78.19,88,8,6.4
351,Sundumbili,ZA,2021-11-06 11:43:25,-29.1337,31.3975,73.71,68,60,11.81
352,Goderich,CA,2021-11-06 11:43:25,43.7501,-81.7165,37.72,75,84,6.91
353,Te Anau,NZ,2021-11-06 11:43:26,-45.4167,167.7167,49.33,91,85,0.72
354,Chaiya,TH,2021-11-06 11:43:27,9.3862,99.1986,80.58,83,95,8.08
355,Tugulym,RU,2021-11-06 11:43:27,57.0591,64.6425,42.87,51,100,14.67
356,Nyakabindi,TZ,2021-11-06 11:43:27,-2.6333,33.9833,86.32,29,80,5.64
357,Velikiy Ustyug,RU,2021-11-06 11:43:28,60.7644,46.3106,45.14,82,91,10.85
358,Tak Bai,TH,2021-11-06 11:43:28,6.2595,102.0546,82.38,83,100,5.55
359,Berea,US,2021-11-06 11:43:29,41.3662,-81.8543,35.29,82,1,4.61
360,Xuddur,SO,2021-11-06 11:43:29,4.1213,43.8894,87.6,39,49,2.51
361,Corozal,CO,2021-11-06 11:43:29,9.3151,-75.2928,74.68,92,100,2.44
362,Magsalangi,PH,2021-11-06 11:43:30,12.1828,123.5666,80.4,87,98,8.97
363,Srednekolymsk,RU,2021-11-06 11:43:30,67.45,153.6833,-2.7,92,43,5.06
364,Portland,US,2021-11-06 11:40:03,45.5234,-122.6762,49.51,93,90,5.01
365,Quelimane,MZ,2021-11-06 11:44:31,-17.8786,36.8883,87.75,58,20,11.5
366,Port Macquarie,AU,2021-11-06 11:44:32,-31.4333,152.9167,64.89,83,34,12.37
367,Plettenberg Bay,ZA,2021-11-06 11:44:32,-34.0527,23.3716,62.19,65,88,4.74
368,Centralia,US,2021-11-06 11:44:33,46.7162,-122.9543,45.91,84,90,8.05
369,Cleland,GB,2021-11-06 11:44:33,55.8024,-3.9142,51.17,92,100,5.01
370,Mingguang,CN,2021-11-06 11:44:34,32.7802,117.9638,62.65,85,24,6.49
371,Manaure,CO,2021-11-06 11:44:34,11.7751,-72.4445,80.46,79,29,10.29
372,Broken Hill,AU,2021-11-06 11:44:34,-31.95,141.4333,69.51,60,40,5.75
373,Karpathos,GR,2021-11-06 11:44:35,35.507,27.2132,76.96,69,20,9.22
374,Mchinji,MW,2021-11-06 11:44:35,-13.7984,32.8802,94.82,14,5,11.36
375,Mecca,SA,2021-11-06 11:39:45,21.4267,39.8261,94.96,21,0,12.06
376,Burnie,AU,2021-11-06 11:44:36,-41.0667,145.9167,58.15,99,100,10.42
377,Vendome,FR,2021-11-06 11:44:36,47.8,1.0667,52.09,68,57,6.35
378,Chegutu,ZW,2021-11-06 11:44:37,-18.1302,30.1407,100.85,11,19,3.51
379,Samarai,PG,2021-11-06 11:44:37,-10.6167,150.6667,83.08,77,22,14.81
380,Nileshwar,IN,2021-11-06 11:44:38,12.25,75.1,81.19,80,84,3.89
381,Lokhvytsya,UA,2021-11-06 11:44:38,50.3678,33.2602,52.86,51,84,12.68
382,Klaksvik,FO,2021-11-06 11:44:38,62.2266,-6.589,47.32,97,100,34.02
383,Nokaneng,BW,2021-11-06 11:44:39,-19.6667,22.2667,97.11,20,35,4.07
384,Jalu,LY,2021-11-06 11:44:39,29.0331,21.5482,84.79,24,0,3.24
385,Vila Do Maio,CV,2021-11-06 11:44:40,15.1333,-23.2167,84.99,70,9,12.75
386,Alabaster,US,2021-11-06 11:39:42,33.2443,-86.8164,42.12,92,1,1.99
387,Altay,CN,2021-11-06 11:44:40,47.8667,88.1167,9.73,61,16,6.62
388,Acarau,BR,2021-11-06 11:44:41,-2.8856,-40.12,85.91,63,81,11.16
389,Omboue,GA,2021-11-06 11:44:41,-1.5746,9.2618,82.36,74,99,9.44
390,Roma,US,2021-11-06 11:40:04,43.2128,-75.4557,33.87,96,1,3.44
391,Tual,ID,2021-11-06 11:44:42,-5.6667,132.75,84.54,70,98,1.81
392,Yakeshi,CN,2021-11-06 11:44:42,49.2833,120.7333,15.01,54,0,12.28
393,Yaan,NG,2021-11-06 11:44:43,7.3833,8.5667,92.52,48,45,3.42
394,Agirish,RU,2021-11-06 11:44:43,61.9247,63.0231,36.7,90,100,14.5
395,Marystown,CA,2021-11-06 11:44:44,47.1666,-55.1483,38.86,100,84,16.22
396,Kabanjahe,ID,2021-11-06 11:44:44,3.1001,98.4908,66.34,97,100,3.29
397,Ulaangom,MN,2021-11-06 11:42:38,49.9811,92.0667,15.12,70,87,2.15
398,Rexburg,US,2021-11-06 11:44:45,43.826,-111.7897,45.28,75,1,8.05
399,Usinsk,RU,2021-11-06 11:44:45,65.9939,57.5281,35.26,100,100,17.85
400,Gorlice,PL,2021-11-06 11:44:46,49.6556,21.1604,53.2,100,13,6.02
401,Kingsland,US,2021-11-06 11:44:46,30.8,-81.6898,51.96,59,100,5.99
402,Lanzhou,CN,2021-11-06 11:44:47,36.0564,103.7922,22.28,76,100,9.37
403,Ann Arbor,US,2021-11-06 11:44:47,42.2776,-83.7409,34.34,88,1,1.01
404,Biograd Na Moru,HR,2021-11-06 11:44:48,43.9433,15.4519,59.7,79,98,9.89
405,Clarence Town,AU,2021-11-06 11:44:48,-32.5833,151.7833,68.86,87,54,4.29
406,Bridlington,GB,2021-11-06 11:40:01,54.0831,-0.1919,53.89,77,100,24.38
407,Cidreira,BR,2021-11-06 11:44:49,-30.1811,-50.2056,69.55,87,99,5.7
408,Axim,GH,2021-11-06 11:44:49,4.8699,-2.2405,83.75,73,95,7.99
409,Bjornevatn,NO,2021-11-06 11:45:50,69.6672,29.9847,34.14,93,75,20.71
410,Manbij,SY,2021-11-06 11:45:50,36.5281,37.9549,77.77,22,0,3.56
411,Khorinsk,RU,2021-11-06 11:45:51,52.1657,109.7726,10.38,77,21,5.08
412,Paita,PE,2021-11-06 11:45:51,-5.0892,-81.1144,64.2,86,96,11.86
413,Merrill,US,2021-11-06 11:43:24,45.1805,-89.6835,44.37,77,1,6.91
414,Balabac,PH,2021-11-06 11:45:52,7.9868,117.0645,81.93,80,26,7.72
415,Christchurch,NZ,2021-11-06 11:44:27,-43.5333,172.6333,55.0,81,75,4.0
416,Imeni Poliny Osipenko,RU,2021-11-06 11:45:52,52.4201,136.4853,21.31,32,49,12.73
417,Naze,JP,2021-11-06 11:45:53,28.3667,129.4833,70.27,88,100,12.24
418,Pouebo,NC,2021-11-06 11:45:54,-20.4,164.5667,70.48,78,45,4.81
419,Dauriya,RU,2021-11-06 11:45:54,49.9333,116.8667,16.12,43,3,11.7
420,Bahia Blanca,AR,2021-11-06 11:43:25,-38.7196,-62.2724,59.52,28,100,4.21
421,Ahuimanu,US,2021-11-06 11:45:55,21.4447,-157.8378,78.51,73,20,10.36
422,Lasa,IT,2021-11-06 11:45:56,46.6166,10.7002,45.01,54,4,0.78
423,Urumqi,CN,2021-11-06 11:45:56,43.801,87.6005,25.75,46,0,4.47
424,Touros,BR,2021-11-06 11:45:56,-5.1989,-35.4608,85.1,60,82,10.09
425,Alice Springs,AU,2021-11-06 11:43:23,-23.7,133.8833,71.15,88,75,11.5
426,Saint-Joseph,RE,2021-11-06 11:45:57,-21.3667,55.6167,81.1,72,20,8.79
427,Abatskoye,RU,2021-11-06 11:45:57,56.2875,70.4555,35.29,69,94,16.22
428,Torrevieja,ES,2021-11-06 11:45:58,37.9787,-0.6822,63.27,49,85,5.99
429,Houma,US,2021-11-06 11:44:19,29.5958,-90.7195,55.4,94,40,8.05
430,Leh,IN,2021-11-06 11:45:58,34.1667,77.5833,25.3,60,25,0.96
431,Meulaboh,ID,2021-11-06 11:45:59,4.1363,96.1285,76.17,92,100,2.13
432,Menongue,AO,2021-11-06 11:45:59,-14.6585,17.691,88.5,29,97,6.42
433,Gazanjyk,TM,2021-11-06 11:46:00,39.2446,55.5154,47.75,22,70,15.01
434,Nishihara,JP,2021-11-06 11:46:00,26.1842,127.7558,77.05,86,75,12.66
435,Magog,CA,2021-11-06 11:41:58,45.2668,-72.1491,33.03,93,27,0.0
436,Dakar,SN,2021-11-06 11:46:01,14.6937,-17.4441,94.08,58,0,13.8
437,Ketchikan,US,2021-11-06 11:46:02,55.3422,-131.6461,39.76,92,100,2.17
438,Melilla,ES,2021-11-06 11:46:02,35.2937,-2.9383,59.2,62,40,6.91
439,Camocim,BR,2021-11-06 11:41:16,-2.9022,-40.8411,85.95,61,88,8.5
440,Mount Gambier,AU,2021-11-06 11:46:03,-37.8333,140.7667,53.51,94,90,10.36
441,Shingu,JP,2021-11-06 11:46:04,33.7333,135.9833,57.52,76,100,6.67
442,Ilinskiy,RU,2021-11-06 11:46:04,55.619,38.1182,48.58,71,75,11.18
443,Evensk,RU,2021-11-06 11:46:05,61.95,159.2333,27.07,97,100,2.89
444,Zaysan,KZ,2021-11-06 11:46:05,47.4667,84.8667,13.71,88,58,5.1
445,Sokolo,ML,2021-11-06 11:46:06,14.7328,-6.1219,98.8,13,89,11.3
446,Souillac,MU,2021-11-06 11:46:06,-20.5167,57.5167,83.35,69,40,11.5
447,Gambela,ET,2021-11-06 11:46:06,8.25,34.5833,97.05,28,16,5.59
448,Haines Junction,CA,2021-11-06 11:46:07,60.7522,-137.5108,19.35,93,100,1.14
449,Sumbe,AO,2021-11-06 11:46:07,-11.2061,13.8437,80.6,77,90,5.75
450,Lethem,GY,2021-11-06 11:46:08,3.3803,-59.7968,80.98,72,89,10.4
451,Kutahya,TR,2021-11-06 11:46:08,39.4242,29.9833,62.55,26,8,8.59
452,Debar,MK,2021-11-06 11:46:09,41.525,20.5275,65.62,49,100,5.01
453,Livingston,GB,2021-11-06 11:42:46,55.9029,-3.5226,51.13,92,75,23.02
454,Muhos,FI,2021-11-06 11:46:10,64.808,25.9931,38.7,82,63,7.09
455,Nizwa,OM,2021-11-06 11:46:10,22.9333,57.5333,86.32,24,19,7.52
456,Gizo,SB,2021-11-06 11:47:11,-8.103,156.8419,82.56,72,31,5.3
457,Kilinochchi,LK,2021-11-06 11:47:11,9.3961,80.3982,80.17,83,86,4.32
458,Sabha,LY,2021-11-06 11:47:11,27.0377,14.4283,86.95,16,0,12.46
459,Izumo,JP,2021-11-06 11:47:12,35.3667,132.7667,62.55,82,40,4.61
460,Kristiansund,NO,2021-11-06 11:47:12,63.1115,7.732,42.85,81,75,8.05
461,Tanggu,CN,2021-11-06 11:47:13,39.0211,117.6469,46.36,72,100,25.79
462,Lamu,KE,2021-11-06 11:47:13,-2.2717,40.902,88.02,65,7,12.19
463,Azle,US,2021-11-06 11:47:14,32.8951,-97.5459,45.75,74,1,3.0
464,Avera,US,2021-11-06 11:47:14,33.194,-82.5271,45.72,75,100,14.65
465,Talaya,RU,2021-11-06 11:47:15,61.3833,152.75,14.13,92,100,7.18
466,Conde,BR,2021-11-06 11:47:15,-7.2597,-34.9075,83.66,70,75,9.22
467,Chokurdakh,RU,2021-11-06 11:47:16,70.6333,147.9167,9.75,95,100,5.61
468,Mogadishu,SO,2021-11-06 11:43:32,2.0371,45.3438,85.87,84,75,11.5
469,Sorland,NO,2021-11-06 11:47:16,67.667,12.6934,41.07,69,78,31.74
470,Orocue,CO,2021-11-06 11:47:17,4.7912,-71.3354,76.86,76,99,8.01
471,Ust-Ilimsk,RU,2021-11-06 11:47:17,58.0006,102.6619,23.99,94,100,10.83
472,Necochea,AR,2021-11-06 11:47:18,-38.5473,-58.7368,56.03,55,86,7.45
473,Acari,PE,2021-11-06 11:47:18,-15.4311,-74.6158,68.32,72,90,4.43
474,Seoul,KR,2021-11-06 11:45:04,37.5683,126.9778,58.44,82,0,4.61
475,Kirakira,SB,2021-11-06 11:47:19,-10.4544,161.9205,79.88,83,37,6.26
476,Poya,NC,2021-11-06 11:47:19,-21.35,165.15,69.15,72,36,4.74
477,Contamana,PE,2021-11-06 11:47:20,-7.3333,-75.0167,77.47,78,85,4.23
478,Sitka,US,2021-11-06 11:47:20,57.0531,-135.33,42.69,81,90,19.57
479,El Alto,PE,2021-11-06 11:47:20,-4.2714,-81.2147,65.52,77,95,10.0
480,Marsh Harbour,BS,2021-11-06 11:47:21,26.5412,-77.0636,79.5,79,98,16.51
481,Myrtle Beach,US,2021-11-06 11:47:22,33.6891,-78.8867,48.25,75,90,16.11
482,Kupang,ID,2021-11-06 11:47:22,-10.1667,123.5833,82.67,78,39,4.97
483,Vieste,IT,2021-11-06 11:47:22,41.8825,16.175,57.7,86,100,7.38
484,Noumea,NC,2021-11-06 11:47:23,-22.2763,166.4572,64.38,70,23,5.5
485,High Rock,BS,2021-11-06 11:47:24,26.6208,-78.2833,78.82,77,86,18.45
486,Ekhabi,RU,2021-11-06 11:47:24,53.5102,142.9671,30.45,94,100,22.95
487,Ileza,RU,2021-11-06 11:47:24,61.0533,43.9002,43.41,79,100,12.19
488,Mackenzie,CA,2021-11-06 11:47:25,55.2999,-123.1698,30.42,100,40,3.44
489,Vostok,RU,2021-11-06 11:47:25,46.4856,135.8833,25.02,96,100,4.7
490,Xinzhou,CN,2021-11-06 11:47:26,38.4092,112.7333,28.06,95,100,13.15
491,Tautira,PF,2021-11-06 11:47:26,-17.7333,-149.15,78.82,76,99,7.4
492,San Ramon,US,2021-11-06 11:45:26,37.7799,-121.978,56.21,94,1,0.0
493,Javanrud,IR,2021-11-06 11:47:27,34.7961,46.5172,56.84,44,6,7.56
494,Abu Samrah,SY,2021-11-06 11:47:27,35.3029,37.1841,76.64,25,0,3.96
495,Coxim,BR,2021-11-06 11:47:28,-18.5067,-54.76,81.45,67,100,3.56
496,Dangriga,BZ,2021-11-06 11:47:28,16.9692,-88.2321,71.56,81,58,14.34
497,Parabel,RU,2021-11-06 11:47:28,58.6978,81.4825,30.61,90,98,10.8
498,Fort Nelson,CA,2021-11-06 11:47:29,58.8053,-122.7002,31.59,100,90,4.61
499,Deloraine,AU,2021-11-06 11:47:29,-41.5333,146.6667,57.99,1,100,3.31
500,Jerantut,MY,2021-11-06 11:47:30,3.936,102.3626,75.7,96,93,1.43
501,Nelson Bay,AU,2021-11-06 11:47:30,-32.7167,152.15,68.95,81,52,3.0
502,Palmer,US,2021-11-06 11:45:51,42.1584,-72.3287,35.38,84,1,0.56
503,Porto Novo,BJ,2021-11-06 11:47:31,6.4965,2.6036,89.2,57,99,8.99
504,Lengyeltoti,HU,2021-11-06 11:47:31,46.6701,17.644,53.24,51,35,6.26
505,Durango,MX,2021-11-06 11:44:51,24.8333,-104.8333,51.13,70,13,1.83
506,Golden,US,2021-11-06 11:48:32,39.7555,-105.2211,53.42,25,1,4.0
507,Cacapava,BR,2021-11-06 11:48:32,-23.1008,-45.7069,66.45,60,96,1.52
508,Loandjili,CG,2021-11-06 11:48:33,-4.7561,11.8578,80.96,77,100,7.67
509,Chunoyar,RU,2021-11-06 11:48:33,57.4467,97.3217,25.97,90,100,12.91
510,Fort Pierce,US,2021-11-06 11:48:33,27.4467,-80.3256,74.08,94,90,16.11
511,Cayenne,GF,2021-11-06 11:48:34,4.9333,-52.3333,82.09,85,75,4.0
512,Itacoatiara,BR,2021-11-06 11:48:34,-3.1431,-58.4442,86.52,59,90,2.24
513,Kandrian,PG,2021-11-06 11:48:35,-6.2167,149.55,77.85,84,40,5.64
514,Yumen,CN,2021-11-06 11:48:35,40.2833,97.2,15.96,39,0,16.87
515,Joensuu,FI,2021-11-06 11:48:36,62.6012,29.7632,39.27,87,75,11.5
516,Soria,ES,2021-11-06 11:47:27,41.6667,-2.6667,43.86,44,4,11.18
517,Sakakah,SA,2021-11-06 11:48:36,29.9697,40.2064,81.97,22,0,6.71
518,Pacific Grove,US,2021-11-06 11:48:37,36.6177,-121.9166,55.81,86,1,1.99
519,Lavrentiya,RU,2021-11-06 11:48:37,65.5833,-171.0,4.48,83,92,10.09
520,Camacha,PT,2021-11-06 11:48:38,33.0833,-16.3333,67.42,46,20,19.57
521,Quang Ngai,VN,2021-11-06 11:48:28,15.1167,108.8,75.97,90,52,2.77
522,Jacareacanga,BR,2021-11-06 11:48:38,-6.2222,-57.7528,82.99,62,65,3.42
523,Takoradi,GH,2021-11-06 11:48:39,4.8845,-1.7554,83.88,72,93,8.12
524,Komsomolskiy,UZ,2021-11-06 11:48:39,40.4272,71.7189,47.12,46,75,4.61
525,Baft,IR,2021-11-06 11:48:40,29.234,56.6057,49.21,68,74,12.62
526,Havelock,US,2021-11-06 11:48:40,34.8791,-76.9013,53.55,71,75,18.41
527,Fairbanks,US,2021-11-06 11:45:02,64.8378,-147.7164,23.0,92,90,0.0
528,Laje,BR,2021-11-06 11:48:41,-10.1833,-40.9667,74.8,78,100,3.29
529,Antigonish,CA,2021-11-06 11:48:41,45.6169,-61.9986,41.92,75,7,7.47
530,Vanavara,RU,2021-11-06 11:48:42,60.34,102.2797,20.32,94,100,9.15
531,Leirvik,NO,2021-11-06 11:48:42,59.7798,5.5005,47.62,83,100,9.64
532,Korla,CN,2021-11-06 11:48:43,41.7597,86.1469,29.93,35,0,5.41
533,Aubenas,FR,2021-11-06 11:48:43,44.6201,4.3899,50.97,55,12,10.6
534,Bareli,IN,2021-11-06 11:48:43,28.35,79.4167,72.37,46,45,3.85
535,Shupiyan,IN,2021-11-06 11:48:44,33.7167,74.8333,45.64,61,15,0.81
536,Acapulco,MX,2021-11-06 11:45:00,16.8634,-99.8901,75.4,83,99,4.99
537,Cabra,ES,2021-11-06 11:48:45,37.4725,-4.4421,56.64,51,0,1.99
538,Dongsheng,CN,2021-11-06 11:48:45,39.8161,109.9776,14.5,89,100,24.27
539,Colquiri,BO,2021-11-06 11:48:46,-17.4167,-67.1333,32.99,55,62,0.72
540,Tazovskiy,RU,2021-11-06 11:48:46,67.4667,78.7,22.57,95,100,17.47
541,Ancud,CL,2021-11-06 11:46:52,-41.8697,-73.8203,53.42,70,10,0.76
542,Amapa,BR,2021-11-06 11:48:47,1.0,-52.0,82.76,68,73,2.73
543,Byron Bay,AU,2021-11-06 11:48:48,-28.65,153.6167,69.75,85,61,9.66
544,Puerto Escondido,MX,2021-11-06 11:48:48,15.85,-97.0667,75.04,69,69,5.01
545,Magrath,CA,2021-11-06 11:48:49,49.4167,-112.8686,38.91,65,55,11.5
546,Kindersley,CA,2021-11-06 11:48:49,51.4668,-109.1682,38.98,75,20,16.11
547,Cosala,MX,2021-11-06 11:48:49,24.4125,-106.6908,65.12,76,1,3.2
548,Vao,NC,2021-11-06 11:48:50,-22.6667,167.4833,67.95,61,84,6.67
549,Buraydah,SA,2021-11-06 11:48:51,26.326,43.975,84.65,20,0,8.32
550,Hambantota,LK,2021-11-06 11:48:51,6.1241,81.1185,82.74,89,20,4.61
551,Baoshan,CN,2021-11-06 11:48:52,46.5586,131.4244,26.24,43,100,9.48
552,Eyl,SO,2021-11-06 11:49:52,7.9803,49.8164,83.17,59,57,15.64
553,Mocuba,MZ,2021-11-06 11:49:53,-16.8392,36.9856,105.28,13,9,8.39
554,Kongoussi,BF,2021-11-06 11:49:53,13.3258,-1.5347,100.58,14,7,11.18
555,Sibu,MY,2021-11-06 11:49:53,2.3,111.8167,82.71,83,40,0.0
556,Ajaccio,FR,2021-11-06 11:49:54,42.0,8.9167,60.78,52,0,6.91
557,Praia Da Vitoria,PT,2021-11-06 11:49:54,38.7333,-27.0667,72.75,83,40,22.39
